
Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel
Applied Scientist,CA$62K-CA$94K (Glassdoor Est.),3.7,"Dialpad
3.7",Vancouver,"San Francisco, CA",201 to 500 employees,2011,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,"RingCentral, 8x8",0,0,62,94,78.0,"Dialpad
",Vancouver,0,9,1,0,0,0,0
Environmental Data Scientist,CA$62K-CA$94K (Glassdoor Est.),3.3,"SNC-Lavalin
3.3",Ottawa,"Montreal, Canada",10000+ employees,1911,Company - Public,Building & Construction,"Building, Repair & Maintenance",$10+ billion (CAD),"Bechtel, Fluor, Amec Foster Wheeler",0,0,62,94,78.0,"SNC-Lavalin
",Ottawa,0,109,0,0,0,0,1
Data Engineer or Scientist,CA$62K-CA$94K (Glassdoor Est.),3.3,"Bombardier
3.3",Montreal,"Montreal, Canada",10000+ employees,1942,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (CAD),-1,0,0,62,94,78.0,"Bombardier
",Montreal,0,78,1,0,0,1,0
Intermediate Data Scientist,CA$62K-CA$94K (Glassdoor Est.),5.0,"auticon
5.0",Montreal,"Berlin, Germany",201 to 500 employees,2011,Unknown,-1,-1,Less than $1 million (CAD),-1,0,0,62,94,78.0,"auticon
",Montreal,0,9,1,0,0,0,0
Data Analyst,CA$62K-CA$94K (Glassdoor Est.),3.6,"Syniti
3.6",Moncton,"Hyannis, MA",501 to 1000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (CAD),"Collabera, Commvault, LTI",0,0,62,94,78.0,"Syniti
",Moncton,0,24,0,0,0,0,1
Data Scientist,CA$62K-CA$94K (Glassdoor Est.),-1.0,Awakedata,Canada,"Burnaby, Canada",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,62,94,78.0,Awakedata,Canada,0,-1,1,0,1,0,1
R&D Engineer/Scientist/Physicist,CA$116K-CA$162K (Glassdoor Est.),3.7,"Honeywell
3.7",North Vancouver,"Charlotte, NC",10000+ employees,1885,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (CAD),"GE, Johnson Controls, United Technologies",0,0,116,162,139.0,"Honeywell
",North Vancouver,0,135,0,0,0,0,0
Data Science Intern,CA$116K-CA$162K (Glassdoor Est.),-1.0,LeapGrad,Toronto,-1,-1,-1,-1,-1,-1,-1,-1,0,0,116,162,139.0,LeapGrad,Toronto,0,-1,1,0,1,0,0
Scientifique de Données / Data Scientist,CA$116K-CA$162K (Glassdoor Est.),3.2,"Square Enix Co.
3.2",Montreal,"Tokyo, Japan",1001 to 5000 employees,1975,Company - Public,Video Games,Media,Unknown / Non-Applicable,"Electronic Arts, Activision, Infogrames",0,0,116,162,139.0,"Square Enix Co.
",Montreal,0,45,1,0,1,0,1
Machine Learning Engineer/Scientist,CA$116K-CA$162K (Glassdoor Est.),2.5,"Huron Digital Pathology
2.5",St. Jacobs,"Waterloo, Canada",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,116,162,139.0,"Huron Digital Pathology
",St. Jacobs,0,-1,1,0,0,0,1
Data Scientist - RACE21,CA$116K-CA$162K (Glassdoor Est.),3.8,"Teck Resources Limited
3.8",Vancouver,"Vancouver, Canada",5001 to 10000 employees,-1,Company - Public,Mining,Mining & Metals,$10+ billion (CAD),-1,0,0,116,162,139.0,"Teck Resources Limited
",Vancouver,0,-1,0,0,0,0,1
Scientist,CA$116K-CA$162K (Glassdoor Est.),4.1,"SickKids
4.1",Toronto,"Toronto, Canada",5001 to 10000 employees,1875,Company - Public,Healthcare Services & Hospitals,Healthcare,$1 to $2 billion (CAD),-1,0,0,116,162,139.0,"SickKids
",Toronto,0,145,0,0,0,0,1
Senior Research Associate/Data Collection Consultant Peri- and Post Approval Studies,CA$116K-CA$162K (Glassdoor Est.),3.8,"Evidera
3.8",Montreal,"Bethesda, MD",501 to 1000 employees,2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (CAD),"IQVIA, ICON",0,0,116,162,139.0,"Evidera
",Montreal,0,7,0,0,0,0,0
Data Analyst,CA$116K-CA$162K (Glassdoor Est.),3.2,"NCRI
3.2",Mississauga,"Mississauga, Canada",1 to 50 employees,-1,Company - Private,Investment Banking & Asset Management,Finance,$1 to $5 million (CAD),-1,0,0,116,162,139.0,"NCRI
",Mississauga,0,-1,1,0,0,0,1
Data Analyst,CA$116K-CA$162K (Glassdoor Est.),3.8,"Systematix
3.8",Edmonton,"Montréal, Canada",501 to 1000 employees,1975,Company - Private,Consulting,Business Services,$25 to $50 million (CAD),-1,0,0,116,162,139.0,"Systematix
",Edmonton,0,45,0,0,0,0,0
Data Scientist II,CA$116K-CA$162K (Glassdoor Est.),3.9,"Amazon
3.9",Vancouver,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (CAD),"Google, Microsoft, Walmart",0,0,116,162,139.0,"Amazon
",Vancouver,0,26,1,0,0,0,0
=======
Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,company_txt,same_state,job_state,min_salary,max_salary,avg_salary,age,python_yn,R_yn,spark,aws,excel
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),3.1,"Home Trust
3.1",Toronto,"Toronto, Canada",501 to 1000 employees,1977,Company - Public,Lending,Finance,$100 to $500 million (CAD),-1,0,0,"Home Trust
",0,Toronto,73,100,86.5,43,1,0,1,0,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),4.0,"Suncor Energy Services
4.0",Calgary,"Calgary, Canada",10000+ employees,1967,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (CAD),"Imperial Oil, Husky Energy",0,0,"Suncor Energy Services
",0,Calgary,73,100,86.5,53,1,0,0,0,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),3.3,"Purolator
3.3",Mississauga,"Mississauga, Canada",10000+ employees,-1,Company - Private,Express Delivery Services,Transportation & Logistics,$2 to $5 billion (CAD),-1,0,0,"Purolator
",0,Mississauga,73,100,86.5,-1,1,0,1,0,1
Data Scientist (remote),CA$73K-CA$100K (Glassdoor Est.),5.0,"Ample Insight Inc.
5.0",Toronto,"Toronto, Canada",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,"Ample Insight Inc.
",0,Toronto,73,100,86.5,-1,1,0,0,0,0
Product Data Scientist,CA$73K-CA$100K (Glassdoor Est.),4.4,"Coffee Meets Bagel
4.4",Ontario,"San Francisco, CA",51 to 200 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (CAD),-1,0,0,"Coffee Meets Bagel
",0,Ontario,73,100,86.5,8,1,0,0,0,0
Senior NLP Engineer/Data Scientist,CA$73K-CA$100K (Glassdoor Est.),4.9,"Nylas
4.9",Toronto,"San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,"Nylas
",0,Toronto,73,100,86.5,7,1,0,1,0,0
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),-1.0,SomaDetect,Thorold,"Fredericton, Canada",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,SomaDetect,0,Thorold,73,100,86.5,-1,1,0,1,0,1
"Data Scientist Consultant, Cloud Support Data and Analytics",CA$73K-CA$100K (Glassdoor Est.),4.4,"Google
4.4",Waterloo,"Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (CAD),"Microsoft, Apple, Facebook",0,0,"Google
",0,Waterloo,73,100,86.5,22,1,0,0,0,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),3.5,"Assurance Careers
3.5",Toronto,"Bellevue, WA",51 to 200 employees,2016,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,-1,0,0,"Assurance Careers
",0,Toronto,73,100,86.5,4,1,0,0,1,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),3.9,"Amazon
3.9",Ottawa,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (CAD),"Google, Microsoft, Walmart",0,0,"Amazon
",0,Ottawa,73,100,86.5,26,1,0,1,1,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),4.0,"Aquatic Informatics
4.0",Vancouver,"Vancouver, Canada",51 to 200 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (CAD),-1,0,0,"Aquatic Informatics
",0,Vancouver,73,100,86.5,-1,1,0,0,1,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),3.7,"Scalian Inc
3.7",Montreal,"Labege, France",1001 to 5000 employees,1989,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,"Scalian Inc
",0,Montreal,73,100,86.5,31,1,0,1,0,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),5.0,"Precision Nutrition
5.0",Toronto,"Toronto, Canada",51 to 200 employees,2001,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,-1,0,0,"Precision Nutrition
",0,Toronto,73,100,86.5,19,1,0,0,0,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),4.0,"Bayer
4.0",Mississauga,"Sao Paulo, Brazil",5001 to 10000 employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (CAD),"Johnson & Johnson, Syngenta, BASF",0,0,"Bayer
",0,Mississauga,73,100,86.5,157,1,0,0,0,0
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),3.3,"Fujitsu
3.3",Vancouver,"MINATO-KU, Japan",10000+ employees,1935,Company - Public,-1,-1,$10+ billion (CAD),"Atos, Hewlett Packard Enterprise | HPE, IBM",0,0,"Fujitsu
",0,Vancouver,73,100,86.5,85,1,0,1,0,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),4.2,"Thrive Health
4.2",Vancouver,"Vancouver, Canada",1 to 50 employees,2016,Company - Private,Healthcare Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,0,"Thrive Health
",0,Vancouver,73,100,86.5,4,0,0,0,0,1
Data Engineer/Backend Developer,CA$73K-CA$100K (Glassdoor Est.),-1.0,Label Engine,Vancouver,"Los Angeles, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,Label Engine,0,Vancouver,73,100,86.5,-1,1,0,0,1,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),3.9,"Cerebri AI
3.9",Toronto,"Austin, TX",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,"Cerebri AI
",0,Toronto,73,100,86.5,4,1,0,1,0,0
Data Scientist Intern,CA$73K-CA$100K (Glassdoor Est.),2.7,"Guavus
2.7",Montreal,"San Jose, CA",201 to 500 employees,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (CAD),-1,0,0,"Guavus
",0,Montreal,73,100,86.5,14,1,0,1,0,1
Data Scientist,CA$73K-CA$100K (Glassdoor Est.),4.2,"Replicon
4.2",Calgary,"Calgary, Canada",201 to 500 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (CAD),"Kronos Incorporated, TSheets, Workday",0,0,"Replicon
",0,Calgary,73,100,86.5,24,1,0,0,0,0

